,Date,vti,vti_return,agg,agg_return,dbc,dbc_return,vix,vix_return
0,2006-02-06,45.10886001586914,0.0019034459523728643,57.877342224121094,0.0013990145905403446,20.88949966430664,-0.014256557433726315,13.039999961853027,-0.029039488790812005
1,2006-02-07,44.669654846191406,-0.0071428692530071565,57.836936950683594,-0.001893774922143318,20.28525733947754,-0.02286899187144287,13.59000015258789,0.029545480981674786
2,2006-02-08,44.99101257324219,0.00606836593096374,57.808074951171875,-0.0009981644982404367,20.198936462402344,-0.003831424157719587,12.829999923706055,-0.04325129979908123
3,2006-02-09,44.905330657958984,-0.0046695397310309765,57.84272384643555,0.00019978301218068236,20.388839721679688,0.0025467476507269183,13.119999885559082,0.044585943251065005
4,2006-02-10,44.9981575012207,0.0028648175271825125,57.721378326416016,-0.001997173451779165,20.017662048339844,-0.0194502787269492,12.869999885559082,-0.03595509229924085
5,2006-02-13,44.794612884521484,-0.00389078516488072,57.76188659667969,0.00020006273515669432,19.706911087036133,-0.015523958691715184,13.350000381469727,0.0007496423363905243
6,2006-02-14,45.21954345703125,0.009485870628575803,57.66948318481445,0.0,19.54290199279785,-0.0070175374020203666,12.25,-0.0641711339034494
7,2006-02-15,45.39094924926758,0.00363176275993016,57.732975006103516,-0.0011990681893132436,19.25804328918457,-0.017180673299086197,12.3100004196167,-0.009654053307554205
8,2006-02-16,45.744441986083984,0.006125805136889847,57.675228118896484,-0.0009004136131912255,19.49110984802246,0.011195700889125172,11.479999542236328,-0.0582444678086402
9,2006-02-17,45.690879821777344,-0.0017162865024110351,57.91204071044922,0.003502787034976895,19.767333984375,0.007922548882736037,12.010000228881836,0.031786930811503904
10,2006-02-21,45.56233215332031,-0.005843456125663385,57.69828414916992,-0.0036899883272618005,20.095352172851562,-0.0029978455537744155,12.40999984741211,0.004045322987355559
11,2006-02-22,45.91941833496094,0.00712666336212931,57.92938232421875,0.0015977997112501562,19.767333984375,-0.010799136247064524,11.880000114440918,-0.031784867870643524
12,2006-02-23,45.805145263671875,-0.0006232613795130015,57.89470672607422,-0.0009965963501170584,19.69827651977539,-0.0013129403126766748,11.869999885559082,0.0008431896434504324
13,2006-02-24,45.8765754699707,0.0026533193344004187,57.94090270996094,0.0018975576412469531,20.23346519470215,0.010344817380417764,11.460000038146973,-0.04020096809927351
14,2006-02-27,46.008689880371094,0.0011655723296851214,57.819618225097656,-0.0027891102799004934,19.836389541625977,-0.009482810925358381,11.59000015258789,-0.01696351229111479
15,2006-02-28,45.55520248413086,-0.007931603608478029,57.94090270996094,-0.0013935834254856713,20.10398292541504,0.010412220668576553,12.34000015258789,0.051107358872851165
16,2006-03-01,45.95511245727539,0.0042918695119258275,57.9426383972168,-0.001698020312385938,20.060819625854492,-0.0017182523345150515,11.539999961853027,-0.04232366977670013
17,2006-03-02,45.9229850769043,0.000856035878222207,57.79775619506836,-0.0015022686847389651,20.42336654663086,0.012842432757797484,11.720000267028809,-0.005937209079788406
18,2006-03-03,45.847991943359375,0.0010915281119942548,57.68177795410156,-0.0013048003312426618,20.613269805908203,0.004627627298467531,11.960000038146973,-0.0058187611286779385
19,2006-03-06,45.512351989746094,-0.00917288798798565,57.362892150878906,-0.004527208961053793,20.28525733947754,-0.010526315789473703,12.739999771118164,0.04255314997761363
20,2006-03-07,45.3266716003418,-0.0016515853869645658,57.50787353515625,-0.000503809085721049,19.931339263916016,-0.009012836538579507,12.65999984741211,-0.020123856605766835
21,2006-03-08,45.45521926879883,0.0045770346075401395,57.536842346191406,-0.0010065271832605967,19.611957550048828,-0.00263394958219598,12.319999694824219,-0.03975060264338007
22,2006-03-09,45.21241760253906,-0.006824026447291493,57.461456298828125,-0.00191314889419493,19.810495376586914,0.00437638423633569,12.680000305175781,0.03849306024245822
23,2006-03-10,45.56589126586914,0.0080575424754604,57.48466110229492,-0.0007054287257495647,19.724170684814453,0.005279403504184721,11.850000381469727,-0.053514381133946146
24,2006-03-13,45.676597595214844,-0.0020283548267439836,57.5889892578125,0.0008059057015771249,19.98313331604004,0.01312906923642024,11.369999885559082,-0.029863513096869302
25,2006-03-14,46.14794158935547,0.00976644777137202,57.780296325683594,0.0026153756891473903,20.276620864868164,0.015125340998336264,10.739999771118164,-0.07493539287563372
26,2006-03-15,46.35503005981445,0.005187870378618904,57.62379837036133,0.00020129073268056286,20.052188873291016,-0.010225810743062223,11.350000381469727,0.016114619869859743
27,2006-03-16,46.455013275146484,-0.0011515846179221733,57.867279052734375,0.0021082128620210036,20.224828720092773,0.008609589620344903,11.979999542236328,0.1312558422682139
28,2006-03-17,46.49071502685547,0.0003072624846924864,57.739742279052734,-0.0019040228446042444,20.1298770904541,-0.0063911215559740355,12.119999885559082,0.04844285861721024
29,2006-03-20,46.39249801635742,-0.005762581906815364,57.71652603149414,-0.0014042065590143596,19.71554183959961,-0.016365166752957475,11.789999961853027,-0.026424418158243004
30,2006-03-21,46.134342193603516,-0.005641070749323199,57.565826416015625,-0.0028117972901016398,19.784597396850586,0.0052631948793376996,11.619999885559082,-0.0076857516904101164
31,2006-03-22,46.41400909423828,0.00551461525333739,57.67020034790039,-0.0014053341275705473,19.750070571899414,-0.005217427792756349,11.210000038146973,-0.042698548110262996
32,2006-03-23,46.40324401855469,0.0010053334954014405,57.62379837036133,-0.003008981259237314,20.08671760559082,0.013943341358879783,11.170000076293945,-0.0017872658480180576
33,2006-03-24,46.464195251464844,0.0008494911242967101,57.72233963012695,-0.0001004432219979541,20.04355812072754,0.0,11.1899995803833,-0.0035618845488449417
34,2006-03-27,46.43193054199219,0.0004634805717124388,57.76874923706055,-0.0006017205811316287,20.164405822753906,0.003436422738249598,11.460000038146973,0.0
35,2006-03-28,46.15946578979492,-0.006941719543796863,57.62379837036133,-0.002008001519138119,20.42336654663086,0.011543414485216511,11.579999923706055,-0.009409722893560561
36,2006-03-29,46.589656829833984,0.00932036464654138,57.50787353515625,-0.001208243525480808,20.561479568481445,0.008467351756339326,10.949999809265137,-0.04450263762514791
37,2006-03-30,46.464195251464844,-0.003766548144888214,57.24693298339844,-0.003632333852633999,20.811805725097656,0.012174681748226768,11.569999694824219,0.04895738666600725
38,2006-03-31,46.489288330078125,-0.0013862759038056189,57.43832778930664,0.0017187156268444446,20.66506576538086,0.0,11.390000343322754,-0.0026269468275631584
39,2006-04-03,46.43910598754883,-0.002848307425498025,57.38182830810547,0.0007104404312539568,20.760013580322266,-0.005376388191666239,11.569999694824219,0.008718345725140426
40,2006-04-04,46.70798873901367,0.0040847690119219975,57.45746612548828,0.000709504279606114,20.647798538208008,-0.0008354409907058504,11.140000343322754,-0.04459687057412503
41,2006-04-05,46.88007736206055,0.0030683790626848356,57.49823760986328,-0.0016167747998690324,20.777280807495117,0.002916653951009102,11.130000114440918,-0.009786446522881312
42,2006-04-06,46.85857009887695,-0.0005353469597881262,57.451698303222656,-0.0007085706465787387,21.14845848083496,0.0069872616862732785,11.449999809265137,0.00970014596094544
